,order_id,customer_id,product_category,product_name,quantity,unit_price,order_date,customer_age,customer_region,shipping_cost,discount_applied,total_amount,discounted_amount,final_amount,order_month,order_quarter
16,ORD0017,CUST100,Home & Garden,Product_28,4,173.72,28/07/2023,58,South,24.99,15,694.88,590.648,615.638,7,3
17,ORD0018,CUST104,Sports,Product_35,1,62.07,05/03/2023,34,West,9.23,10,62.07,55.863,65.093,3,1
18,ORD0019,CUST152,Home & Garden,Product_8,3,163.34,15/09/2023,52,South,10.3,15,490.02,416.517,426.817,9,3
19,ORD0020,CUST131,Electronics,Product_16,4,47.1,28/11/2023,65,North,18.26,5,188.4,178.98,197.24,11,4
20,ORD0021,CUST150,Books,Product_36,2,75.61,01/05/2023,22,North,24.31,5,151.22,143.659,167.969,5,2
21,ORD0022,CUST053,Electronics,Product_30,1,73.77,25/10/2023,65,East,23.32,5,73.77,70.0815,93.4015,10,4
22,ORD0023,CUST002,Sports,Product_18,5,195.92,23/02/2023,49,North,15.06,5,979.6,930.62,945.68,2,1
23,ORD0024,CUST088,Home & Garden,Product_2,3,172.74,27/11/2023,20,South,20.9,0,518.22,518.22,539.12,11,4
24,ORD0025,CUST236,Electronics,Product_49,1,143.22,29/09/2023,69,South,7.71,20,143.22,114.576,122.286,9,3
25,ORD0026,CUST158,Home & Garden,Product_77,5,148.14,29/08/2023,64,South,24.55,5,740.7,703.665,728.215,8,3
26,ORD0027,CUST038,Home & Garden,Product_4,5,116.79,31/08/2023,52,South,24.29,0,583.95,583.95,608.24,8,3
27,ORD0028,CUST130,Clothing,Product_90,4,189.95,18/01/2023,69,East,8.27,5,759.8,721.81,730.08,1,1
28,ORD0029,CUST192,Electronics,Product_89,4,104.29,06/07/2023,31,West,10.99,0,417.16,417.16,428.15,7,3
29,ORD0030,CUST188,Home & Garden,Product_94,4,82.3,12/12/2023,65,West,7,0,329.2,329.2,336.2,12,4
30,ORD0031,CUST021,Books,Product_75,1,40.98,24/05/2023,48,East,10.43,0,40.98,40.98,51.41,5,2
31,ORD0032,CUST161,Home & Garden,Product_7,1,159.38,19/09/2023,48,North,21.32,5,159.38,151.411,172.731,9,3
32,ORD0033,CUST204,Books,Product_95,3,149.54,30/12/2023,34,West,12.57,5,448.62,426.189,438.759,12,4
33,ORD0034,CUST058,Sports,Product_74,4,83.03,27/08/2023,41,North,6.77,10,332.12,298.908,305.678,8,3
34,ORD0035,CUST022,Books,Product_39,5,14.79,31/10/2023,69,West,11.84,10,73.95,66.555,78.395,10,4
35,ORD0036,CUST236,Books,Product_13,2,169.41,25/10/2023,40,North,24.63,5,338.82,321.879,346.509,10,4
36,ORD0037,CUST089,Sports,Product_31,3,12.17,17/03/2023,35,East,17.59,5,36.51,34.6845,52.2745,3,1
37,ORD0038,CUST049,Clothing,Product_71,1,143.7,07/07/2023,67,South,13.32,5,143.7,136.515,149.835,7,3
38,ORD0039,CUST219,Electronics,Product_63,3,194.35,29/11/2023,31,North,8.33,10,583.05,524.745,533.075,11,4
39,ORD0040,CUST059,Electronics,Product_56,3,93.16,03/09/2023,67,South,24.72,0,279.48,279.48,304.2,9,3
40,ORD0041,CUST170,Home & Garden,Product_42,3,54.64,10/05/2023,32,North,21.42,0,163.92,163.92,185.34,5,2
41,ORD0042,CUST220,Home & Garden,Product_61,3,143.93,11/11/2023,32,North,10.63,10,431.79,388.611,399.241,11,4
42,ORD0043,CUST188,Home & Garden,Product_42,2,165.25,10/10/2023,23,North,6.4,5,330.5,313.975,320.375,10,4
43,ORD0044,CUST208,Electronics,Product_56,4,113.82,20/03/2023,44,North,6.13,0,455.28,455.28,461.41,3,1
44,ORD0045,CUST015,Electronics,Product_36,5,193.74,13/03/2023,32,North,7.41,0,968.7,968.7,976.11,3,1
45,ORD0046,CUST190,Electronics,Product_84,3,19.82,20/09/2023,67,South,16.62,15,59.46,50.541,67.161,9,3
46,ORD0047,CUST190,Clothing,Product_68,3,105.91,10/07/2023,53,North,23.58,15,317.73,270.0705,293.6505,7,3
47,ORD0048,CUST175,Books,Product_7,3,146.51,04/03/2023,25,South,14.93,10,439.53,395.577,410.507,3,1
48,ORD0049,CUST190,Clothing,Product_54,4,173.9,12/01/2023,32,East,21.86,5,695.6,660.82,682.68,1,1
49,ORD0050,CUST051,Clothing,Product_1,1,44.06,21/05/2023,20,West,13.92,5,44.06,41.857,55.777,5,2
50,ORD0051,CUST108,Sports,Product_44,1,162,11/09/2023,64,North,19.17,20,162,129.6,148.77,9,3
51,ORD0052,CUST055,Clothing,Product_45,2,115.01,12/02/2023,30,West,19.64,20,230.02,184.016,203.656,2,1
52,ORD0053,CUST244,Books,Product_47,1,85.35,17/01/2023,58,South,8.48,0,85.35,85.35,93.83,1,1
53,ORD0054,CUST064,Home & Garden,Product_13,3,35.03,04/03/2023,51,East,12.22,15,105.09,89.3265,101.5465,3,1
54,ORD0055,CUST249,Clothing,Product_22,3,174.41,10/09/2023,41,East,17.75,0,523.23,523.23,540.98,9,3
55,ORD0056,CUST131,Home & Garden,Product_21,3,39.88,19/10/2023,57,East,6.41,0,119.64,119.64,126.05,10,4
56,ORD0057,CUST229,Sports,Product_86,2,68.86,08/01/2023,49,West,12.23,10,137.72,123.948,136.178,1,1
57,ORD0058,CUST051,Sports,Product_92,3,65.11,21/11/2023,49,South,15.7,5,195.33,185.5635,201.2635,11,4
58,ORD0059,CUST135,Electronics,Product_9,1,175.57,31/03/2023,47,North,24.92,15,175.57,149.2345,174.1545,3,1
59,ORD0060,CUST021,Sports,Product_26,4,137.81,27/07/2023,69,North,14.49,0,551.24,551.24,565.73,7,3
60,ORD0061,CUST073,Books,Product_9,4,161.37,19/10/2023,66,South,21.32,5,645.48,613.206,634.526,10,4
61,ORD0062,CUST167,Clothing,Product_15,5,57.59,11/10/2023,30,West,13.64,15,287.95,244.7575,258.3975,10,4
62,ORD0063,CUST018,Books,Product_10,1,128.73,28/04/2023,18,North,20.93,15,128.73,109.4205,130.3505,4,2
63,ORD0064,CUST132,Sports,Product_88,3,118.63,15/12/2023,51,South,16.91,0,355.89,355.89,372.8,12,4
64,ORD0065,CUST089,Books,Product_42,4,168.24,24/06/2023,32,North,22.73,5,672.96,639.312,662.042,6,2
65,ORD0066,CUST060,Clothing,Product_72,1,182.16,17/03/2023,61,East,13.22,10,182.16,163.944,177.164,3,1
66,ORD0067,CUST014,Home & Garden,Product_24,4,12.31,11/04/2023,31,North,17.09,0,49.24,49.24,66.33,4,2
67,ORD0068,CUST242,Electronics,Product_80,3,138.06,31/05/2023,46,West,17.6,20,414.18,331.344,348.944,5,2
68,ORD0069,CUST250,Electronics,Product_49,4,19.85,27/09/2023,51,South,13.35,15,79.4,67.49,80.84,9,3
69,ORD0070,CUST009,Electronics,Product_26,5,114.28,12/03/2023,35,West,7.89,0,571.4,571.4,579.29,3,1
70,ORD0071,CUST090,Electronics,Product_91,5,64.65,29/06/2023,24,South,6.87,0,323.25,323.25,330.12,6,2
71,ORD0072,CUST053,Electronics,Product_37,4,68.29,04/05/2023,46,East,5.33,0,273.16,273.16,278.49,5,2
72,ORD0073,CUST130,Electronics,Product_68,1,77.06,20/10/2023,48,South,22.47,15,77.06,65.501,87.971,10,4
73,ORD0074,CUST084,Home & Garden,Product_50,1,128.05,12/10/2023,42,North,9.73,0,128.05,128.05,137.78,10,4
74,ORD0075,CUST092,Electronics,Product_24,1,73.47,14/07/2023,55,North,9.23,5,73.47,69.7965,79.0265,7,3
75,ORD0076,CUST111,Clothing,Product_19,4,149.21,16/08/2023,31,East,19.72,5,596.84,566.998,586.718,8,3
76,ORD0077,CUST188,Sports,Product_100,1,86.86,02/10/2023,25,South,11.4,10,86.86,78.174,89.574,10,4
77,ORD0078,CUST199,Books,Product_60,3,22.99,16/04/2023,44,East,15.12,0,68.97,68.97,84.09,4,2
78,ORD0079,CUST172,Home & Garden,Product_39,5,158.91,21/01/2023,19,North,8.25,0,794.55,794.55,802.8,1,1
79,ORD0080,CUST008,Electronics,Product_74,3,64.29,05/03/2023,34,West,24.19,15,192.87,163.9395,188.1295,3,1
80,ORD0081,CUST175,Electronics,Product_89,1,92.23,14/06/2023,54,East,22.03,15,92.23,78.3955,100.4255,6,2
81,ORD0082,CUST035,Electronics,Product_18,3,140.23,27/01/2023,31,West,22.28,10,420.69,378.621,400.901,1,1
82,ORD0083,CUST206,Electronics,Product_19,1,73.17,07/11/2023,42,West,13.14,0,73.17,73.17,86.31,11,4
83,ORD0084,CUST081,Clothing,Product_36,4,20.75,12/10/2023,47,South,20.25,5,83,78.85,99.1,10,4
84,ORD0085,CUST164,Electronics,Product_74,3,81.04,28/05/2023,46,East,7.88,10,243.12,218.808,226.688,5,2
85,ORD0086,CUST050,Electronics,Product_97,4,189.45,08/10/2023,37,West,5.17,0,757.8,757.8,762.97,10,4
86,ORD0087,CUST104,Electronics,Product_55,4,131.93,22/11/2023,38,West,5.4,15,527.72,448.562,453.962,11,4
87,ORD0088,CUST132,Books,Product_69,2,137.58,15/11/2023,39,South,16.73,10,275.16,247.644,264.374,11,4
88,ORD0089,CUST002,Electronics,Product_47,1,130.13,13/06/2023,52,South,14.11,0,130.13,130.13,144.24,6,2
89,ORD0090,CUST134,Clothing,Product_49,5,47.81,12/08/2023,54,North,15.36,15,239.05,203.1925,218.5525,8,3
90,ORD0091,CUST054,Books,Product_99,1,89.48,29/09/2023,33,West,5.15,20,89.48,71.584,76.734,9,3
91,ORD0092,CUST106,Home & Garden,Product_98,5,152.68,26/05/2023,67,North,13.45,0,763.4,763.4,776.85,5,2
92,ORD0093,CUST004,Electronics,Product_33,1,29.26,22/12/2023,66,West,19.36,5,29.26,27.797,47.157,12,4
93,ORD0094,CUST054,Home & Garden,Product_21,4,62.79,30/01/2023,60,North,13.85,5,251.16,238.602,252.452,1,1
94,ORD0095,CUST221,Home & Garden,Product_81,3,62.5,14/02/2023,34,South,19.64,5,187.5,178.125,197.765,2,1
95,ORD0096,CUST191,Electronics,Product_22,3,92.08,02/10/2023,33,East,9.66,0,276.24,276.24,285.9,10,4
96,ORD0097,CUST146,Sports,Product_48,2,196.27,03/02/2023,19,South,21.26,10,392.54,353.286,374.546,2,1
97,ORD0098,CUST218,Sports,Product_37,5,22.83,21/05/2023,21,North,16.77,20,114.15,91.32,108.09,5,2
98,ORD0099,CUST044,Electronics,Product_15,5,108.55,14/11/2023,38,North,9.22,5,542.75,515.6125,524.8325,11,4
99,ORD0100,CUST162,Clothing,Product_35,5,44.08,09/08/2023,56,East,9.73,0,220.4,220.4,230.13,8,3
100,ORD0101,CUST202,Home & Garden,Product_92,4,194.43,22/12/2023,51,West,17.56,10,777.72,699.948,717.508,12,4
101,ORD0102,CUST190,Home & Garden,Product_71,5,31.53,22/01/2023,47,North,21.6,5,157.65,149.7675,171.3675,1,1
102,ORD0103,CUST228,Electronics,Product_32,3,86.68,29/06/2023,23,North,13.31,15,260.04,221.034,234.344,6,2
103,ORD0104,CUST014,Electronics,Product_11,4,150.2,25/11/2023,34,North,10.17,5,600.8,570.76,580.93,11,4
104,ORD0105,CUST095,Clothing,Product_10,1,143.87,19/08/2023,56,East,22.34,0,143.87,143.87,166.21,8,3
105,ORD0106,CUST048,Books,Product_73,5,90.32,07/02/2023,42,South,18.39,0,451.6,451.6,469.99,2,1
106,ORD0107,CUST015,Home & Garden,Product_78,5,75.84,11/03/2023,22,North,13.96,10,379.2,341.28,355.24,3,1
107,ORD0108,CUST200,Clothing,Product_77,1,85.55,26/04/2023,22,East,14.76,0,85.55,85.55,100.31,4,2
108,ORD0109,CUST206,Books,Product_57,5,60.21,27/08/2023,37,North,9.09,10,301.05,270.945,280.035,8,3
109,ORD0110,CUST215,Home & Garden,Product_25,1,49.01,01/12/2023,33,West,17.54,0,49.01,49.01,66.55,12,4
110,ORD0111,CUST249,Electronics,Product_2,4,101.78,28/05/2023,68,East,12.17,5,407.12,386.764,398.934,5,2
111,ORD0112,CUST190,Clothing,Product_64,3,61.02,09/01/2023,58,North,24.91,5,183.06,173.907,198.817,1,1
112,ORD0113,CUST040,Home & Garden,Product_35,1,64.62,15/10/2023,54,East,14.6,15,64.62,54.927,69.527,10,4
113,ORD0114,CUST213,Sports,Product_7,2,134.78,19/02/2023,57,North,14.72,15,269.56,229.126,243.846,2,1
114,ORD0115,CUST208,Books,Product_85,1,194.02,04/12/2023,26,South,16.32,0,194.02,194.02,210.34,12,4
115,ORD0116,CUST237,Books,Product_18,5,124.69,05/01/2023,22,North,23.34,5,623.45,592.2775,615.6175,1,1
116,ORD0117,CUST082,Electronics,Product_67,4,24.63,09/12/2023,59,East,21.02,0,98.52,98.52,119.54,12,4
117,ORD0118,CUST111,Clothing,Product_42,4,24.36,06/05/2023,19,West,14.02,5,97.44,92.568,106.588,5,2
118,ORD0119,CUST053,Books,Product_39,1,190.77,16/03/2023,26,West,19.37,5,190.77,181.2315,200.6015,3,1
119,ORD0120,CUST024,Electronics,Product_41,3,66.49,14/06/2023,60,West,16.72,15,199.47,169.5495,186.2695,6,2
120,ORD0121,CUST154,Clothing,Product_75,2,27.49,05/10/2023,53,North,14.85,15,54.98,46.733,61.583,10,4
121,ORD0122,CUST217,Clothing,Product_24,4,123.82,20/11/2023,39,South,8.85,5,495.28,470.516,479.366,11,4
122,ORD0123,CUST188,Electronics,Product_60,5,128.49,27/10/2023,39,North,14.28,5,642.45,610.3275,624.6075,10,4
123,ORD0124,CUST124,Clothing,Product_46,5,133.22,17/10/2023,39,West,9.92,15,666.1,566.185,576.105,10,4
124,ORD0125,CUST237,Electronics,Product_19,3,60.81,18/03/2023,51,East,23.3,15,182.43,155.0655,178.3655,3,1
125,ORD0126,CUST041,Clothing,Product_68,4,12.87,25/10/2023,46,West,11.71,0,51.48,51.48,63.19,10,4
126,ORD0127,CUST157,Electronics,Product_90,1,193.35,17/05/2023,55,East,24.05,5,193.35,183.6825,207.7325,5,2
127,ORD0128,CUST015,Sports,Product_42,5,57.67,16/04/2023,63,South,15.66,5,288.35,273.9325,289.5925,4,2
128,ORD0129,CUST045,Books,Product_32,3,138.44,05/04/2023,50,East,17.63,0,415.32,415.32,432.95,4,2
129,ORD0130,CUST065,Home & Garden,Product_39,4,144.26,15/05/2023,35,North,15.86,0,577.04,577.04,592.9,5,2
130,ORD0131,CUST089,Home & Garden,Product_36,4,125.9,09/03/2023,24,North,7.59,0,503.6,503.6,511.19,3,1
131,ORD0132,CUST071,Books,Product_97,4,69.45,27/05/2023,18,North,12.52,10,277.8,250.02,262.54,5,2
132,ORD0133,CUST009,Electronics,Product_36,4,61.51,08/06/2023,50,East,6.98,0,246.04,246.04,253.02,6,2
133,ORD0134,CUST088,Books,Product_3,4,123.56,12/06/2023,18,North,17.46,0,494.24,494.24,511.7,6,2
134,ORD0135,CUST129,Books,Product_73,5,174.56,07/12/2023,41,North,13.94,0,872.8,872.8,886.74,12,4
135,ORD0136,CUST236,Home & Garden,Product_8,3,189.88,08/07/2023,21,North,20.56,15,569.64,484.194,504.754,7,3
136,ORD0137,CUST136,Clothing,Product_97,4,30.12,05/12/2023,21,South,9.41,15,120.48,102.408,111.818,12,4
137,ORD0138,CUST216,Electronics,Product_70,2,39.42,05/04/2023,35,East,8.29,5,78.84,74.898,83.188,4,2
138,ORD0139,CUST063,Clothing,Product_41,2,189.5,30/06/2023,44,East,13.13,5,379,360.05,373.18,6,2
139,ORD0140,CUST139,Clothing,Product_68,3,149.94,15/10/2023,60,West,23.53,20,449.82,359.856,383.386,10,4
140,ORD0141,CUST243,Home & Garden,Product_13,1,177.77,18/11/2023,49,East,19.21,0,177.77,177.77,196.98,11,4
141,ORD0142,CUST081,Books,Product_49,1,48.5,06/07/2023,50,South,13.38,0,48.5,48.5,61.88,7,3
142,ORD0143,CUST136,Clothing,Product_60,1,121.64,18/05/2023,45,East,15.35,0,121.64,121.64,136.99,5,2
143,ORD0144,CUST163,Sports,Product_2,2,143.22,10/05/2023,59,South,6.68,0,286.44,286.44,293.12,5,2
144,ORD0145,CUST163,Home & Garden,Product_60,1,139.22,13/07/2023,58,South,24.69,5,139.22,132.259,156.949,7,3
145,ORD0146,CUST033,Electronics,Product_5,5,87.55,12/11/2023,53,East,18.33,15,437.75,372.0875,390.4175,11,4
146,ORD0147,CUST123,Electronics,Product_44,4,12.93,30/09/2023,23,West,10.71,10,51.72,46.548,57.258,9,3
147,ORD0148,CUST005,Electronics,Product_27,2,120.76,18/12/2023,33,North,16.72,5,241.52,229.444,246.164,12,4
148,ORD0149,CUST234,Electronics,Product_32,3,58.09,24/05/2023,51,North,7.19,15,174.27,148.1295,155.3195,5,2
149,ORD0150,CUST231,Electronics,Product_21,3,95.55,16/01/2023,40,East,24.32,0,286.65,286.65,310.97,1,1
150,ORD0151,CUST250,Electronics,Product_8,4,191.94,29/10/2023,67,East,8.5,0,767.76,767.76,776.26,10,4
151,ORD0152,CUST041,Clothing,Product_72,2,85.82,02/09/2023,59,South,17.96,10,171.64,154.476,172.436,9,3
152,ORD0153,CUST028,Electronics,Product_50,1,169.56,17/04/2023,41,East,9.91,10,169.56,152.604,162.514,4,2
153,ORD0154,CUST135,Sports,Product_67,1,45.82,29/03/2023,66,South,19.35,0,45.82,45.82,65.17,3,1
154,ORD0155,CUST201,Electronics,Product_44,5,137.77,09/05/2023,30,West,20.54,5,688.85,654.4075,674.9475,5,2
155,ORD0156,CUST072,Books,Product_58,5,195.63,07/12/2023,35,East,18.47,10,978.15,880.335,898.805,12,4
156,ORD0157,CUST012,Clothing,Product_3,1,29.36,04/01/2023,30,North,17.29,10,29.36,26.424,43.714,1,1
157,ORD0158,CUST162,Sports,Product_86,3,11.58,23/11/2023,66,North,22.85,10,34.74,31.266,54.116,11,4
158,ORD0159,CUST033,Electronics,Product_70,3,92.38,02/11/2023,54,East,6.57,5,277.14,263.283,269.853,11,4
159,ORD0160,CUST048,Clothing,Product_2,5,27.6,05/04/2023,60,South,11.62,0,138,138,149.62,4,2
160,ORD0161,CUST247,Sports,Product_87,4,152.19,28/07/2023,56,North,9.97,5,608.76,578.322,588.292,7,3
161,ORD0162,CUST151,Sports,Product_44,1,183.76,13/08/2023,59,South,24.76,0,183.76,183.76,208.52,8,3
162,ORD0163,CUST062,Home & Garden,Product_2,5,92.46,14/12/2023,34,East,12.79,15,462.3,392.955,405.745,12,4
163,ORD0164,CUST216,Clothing,Product_81,5,59.16,17/11/2023,32,East,19.65,5,295.8,281.01,300.66,11,4
164,ORD0165,CUST037,Electronics,Product_35,1,92.54,16/02/2023,35,North,18.69,5,92.54,87.913,106.603,2,1
165,ORD0166,CUST099,Home & Garden,Product_98,1,147.46,30/06/2023,40,East,9.24,10,147.46,132.714,141.954,6,2
166,ORD0167,CUST172,Sports,Product_87,3,11.72,16/04/2023,68,West,9.78,5,35.16,33.402,43.182,4,2
167,ORD0168,CUST104,Books,Product_30,4,122,18/07/2023,47,West,10.63,5,488,463.6,474.23,7,3
168,ORD0169,CUST214,Books,Product_8,4,126.53,16/04/2023,51,North,13.22,15,506.12,430.202,443.422,4,2
169,ORD0170,CUST219,Clothing,Product_22,1,131.16,07/10/2023,21,West,9.69,15,131.16,111.486,121.176,10,4
170,ORD0171,CUST035,Home & Garden,Product_44,2,55.98,17/09/2023,20,South,5.39,10,111.96,100.764,106.154,9,3
171,ORD0172,CUST193,Electronics,Product_58,5,145.67,18/04/2023,24,North,22.59,0,728.35,728.35,750.94,4,2
172,ORD0173,CUST227,Clothing,Product_36,5,27.36,19/01/2023,35,North,24.31,10,136.8,123.12,147.43,1,1
173,ORD0174,CUST101,Clothing,Product_69,1,47.86,23/10/2023,59,South,11.83,10,47.86,43.074,54.904,10,4
174,ORD0175,CUST175,Books,Product_77,2,176.72,02/11/2023,24,West,11.77,0,353.44,353.44,365.21,11,4
175,ORD0176,CUST206,Electronics,Product_93,3,150.36,20/06/2023,57,West,5.14,0,451.08,451.08,456.22,6,2
176,ORD0177,CUST131,Electronics,Product_31,1,12.61,27/11/2023,23,West,18.61,15,12.61,10.7185,29.3285,11,4
177,ORD0178,CUST001,Home & Garden,Product_47,1,57.19,14/07/2023,39,North,21.51,0,57.19,57.19,78.7,7,3
178,ORD0179,CUST005,Clothing,Product_55,5,50.74,12/01/2023,18,North,7.93,10,253.7,228.33,236.26,1,1
179,ORD0180,CUST218,Books,Product_80,1,61.45,14/07/2023,21,West,8.19,5,61.45,58.3775,66.5675,7,3
180,ORD0181,CUST247,Electronics,Product_62,1,57.04,10/10/2023,63,East,20.8,5,57.04,54.188,74.988,10,4
181,ORD0182,CUST142,Books,Product_30,1,21.88,01/07/2023,66,West,17.33,0,21.88,21.88,39.21,7,3
182,ORD0183,CUST103,Books,Product_55,5,97.2,01/11/2023,69,South,5.9,15,486,413.1,419,11,4
183,ORD0184,CUST027,Electronics,Product_16,3,149.22,24/05/2023,67,North,17.45,5,447.66,425.277,442.727,5,2
184,ORD0185,CUST137,Clothing,Product_12,3,125.28,12/11/2023,60,South,11.18,5,375.84,357.048,368.228,11,4
185,ORD0186,CUST207,Electronics,Product_17,1,137.85,01/07/2023,46,South,12.37,10,137.85,124.065,136.435,7,3
186,ORD0187,CUST015,Electronics,Product_16,5,25.42,30/01/2023,38,North,20.39,10,127.1,114.39,134.78,1,1
187,ORD0188,CUST090,Sports,Product_12,3,190.78,25/03/2023,43,East,21.22,20,572.34,457.872,479.092,3,1
188,ORD0189,CUST042,Clothing,Product_8,3,169.31,15/06/2023,31,West,13.01,5,507.93,482.5335,495.5435,6,2
189,ORD0190,CUST124,Home & Garden,Product_84,3,162.97,11/10/2023,26,South,23.94,5,488.91,464.4645,488.4045,10,4
190,ORD0191,CUST205,Clothing,Product_3,5,166.37,08/10/2023,64,North,13.13,20,831.85,665.48,678.61,10,4
191,ORD0192,CUST179,Home & Garden,Product_16,5,187.21,06/04/2023,29,South,20.44,10,936.05,842.445,862.885,4,2
192,ORD0193,CUST063,Home & Garden,Product_30,1,113.41,23/09/2023,59,West,14.68,0,113.41,113.41,128.09,9,3
193,ORD0194,CUST096,Books,Product_23,4,48.05,25/10/2023,68,East,22.95,0,192.2,192.2,215.15,10,4
194,ORD0195,CUST231,Books,Product_92,3,127.19,23/10/2023,68,East,23.16,15,381.57,324.3345,347.4945,10,4
195,ORD0196,CUST241,Clothing,Product_5,4,151.15,13/08/2023,23,East,6.75,5,604.6,574.37,581.12,8,3
196,ORD0197,CUST052,Clothing,Product_84,5,150.2,29/11/2023,37,North,23.73,10,751,675.9,699.63,11,4
197,ORD0198,CUST096,Sports,Product_65,5,109.08,27/12/2023,41,North,21.51,5,545.4,518.13,539.64,12,4
198,ORD0199,CUST132,Home & Garden,Product_30,5,23.01,11/02/2023,44,East,20.83,0,115.05,115.05,135.88,2,1
199,ORD0200,CUST222,Sports,Product_21,4,80.51,30/10/2023,55,West,9.02,10,322.04,289.836,298.856,10,4
200,ORD0201,CUST229,Electronics,Product_84,5,184.95,03/09/2023,25,West,21.1,0,924.75,924.75,945.85,9,3
201,ORD0202,CUST151,Home & Garden,Product_70,1,121.05,27/07/2023,18,North,22,5,121.05,114.9975,136.9975,7,3
202,ORD0203,CUST231,Sports,Product_22,5,112.28,25/08/2023,66,East,10.78,5,561.4,533.33,544.11,8,3
203,ORD0204,CUST237,Electronics,Product_82,2,61.08,22/01/2023,66,West,24.05,5,122.16,116.052,140.102,1,1
204,ORD0205,CUST143,Electronics,Product_72,4,80.01,04/07/2023,41,West,6,10,320.04,288.036,294.036,7,3
205,ORD0206,CUST171,Home & Garden,Product_32,2,180.12,30/08/2023,64,West,8,15,360.24,306.204,314.204,8,3
206,ORD0207,CUST029,Books,Product_33,5,136.63,29/12/2023,24,North,15.75,10,683.15,614.835,630.585,12,4
207,ORD0208,CUST036,Home & Garden,Product_16,1,159.6,10/10/2023,36,East,16.52,0,159.6,159.6,176.12,10,4
208,ORD0209,CUST013,Electronics,Product_76,3,96.33,10/02/2023,39,South,17.9,0,288.99,288.99,306.89,2,1
209,ORD0210,CUST160,Home & Garden,Product_38,5,129.75,02/12/2023,52,East,5.34,5,648.75,616.3125,621.6525,12,4
210,ORD0211,CUST071,Electronics,Product_98,1,57.19,11/06/2023,47,East,24.21,15,57.19,48.6115,72.8215,6,2
211,ORD0212,CUST187,Electronics,Product_14,4,144.04,09/06/2023,46,North,5.89,15,576.16,489.736,495.626,6,2
212,ORD0213,CUST243,Electronics,Product_36,2,91.24,30/03/2023,39,West,7.86,15,182.48,155.108,162.968,3,1
213,ORD0214,CUST086,Home & Garden,Product_97,2,94.08,18/11/2023,28,West,5.28,5,188.16,178.752,184.032,11,4
214,ORD0215,CUST028,Home & Garden,Product_23,2,133.37,12/01/2023,37,North,16.34,5,266.74,253.403,269.743,1,1
215,ORD0216,CUST066,Books,Product_66,4,187.89,14/03/2023,46,North,23.65,5,751.56,713.982,737.632,3,1
216,ORD0217,CUST170,Clothing,Product_85,1,22.16,17/03/2023,68,North,18.32,0,22.16,22.16,40.48,3,1
217,ORD0218,CUST045,Sports,Product_2,4,166.7,12/12/2023,58,North,21.45,0,666.8,666.8,688.25,12,4
218,ORD0219,CUST062,Clothing,Product_91,2,65.55,20/07/2023,59,North,5.27,15,131.1,111.435,116.705,7,3
219,ORD0220,CUST185,Home & Garden,Product_73,5,94.34,10/01/2023,51,South,15.84,0,471.7,471.7,487.54,1,1
220,ORD0221,CUST245,Clothing,Product_65,3,14.16,18/12/2023,18,East,14.19,0,42.48,42.48,56.67,12,4
221,ORD0222,CUST134,Clothing,Product_75,4,67.2,14/08/2023,48,East,14.98,0,268.8,268.8,283.78,8,3
